epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,390.726,0.95831,0.83189,1.13183,0.63825,0.36033,0.43572,0.28067,1.21129,1.30255,1.22793,9.69724e-05,9.69724e-05,9.69724e-05
20,412.781,0.92278,0.79646,1.11259,0.61125,0.38989,0.4429,0.28805,1.22418,1.2832,1.22675,9.58042e-05,9.58042e-05,9.58042e-05
21,435.142,0.93341,0.80569,1.11854,0.62156,0.37377,0.42446,0.28075,1.22958,1.29828,1.23927,9.4636e-05,9.4636e-05,9.4636e-05
22,457.105,0.91133,0.78634,1.10867,0.58254,0.38438,0.42629,0.28083,1.21821,1.30741,1.22768,9.34678e-05,9.34678e-05,9.34678e-05
23,478.998,0.90418,0.76605,1.10447,0.62679,0.37782,0.43048,0.27877,1.24263,1.29584,1.25124,9.22996e-05,9.22996e-05,9.22996e-05
24,500.975,0.90984,0.76592,1.10999,0.57065,0.38474,0.42453,0.27806,1.24832,1.32024,1.25566,9.11314e-05,9.11314e-05,9.11314e-05
25,522.965,0.91317,0.77403,1.10804,0.59768,0.38053,0.42335,0.27636,1.23166,1.31957,1.24503,8.99632e-05,8.99632e-05,8.99632e-05
26,544.718,0.89789,0.73652,1.0963,0.55407,0.39079,0.4285,0.28128,1.2451,1.31635,1.25275,8.8795e-05,8.8795e-05,8.8795e-05
27,566.795,0.91012,0.74935,1.09005,0.64617,0.37161,0.42406,0.277,1.23057,1.29674,1.24219,8.76268e-05,8.76268e-05,8.76268e-05
28,589.138,0.87797,0.72203,1.09002,0.57113,0.38835,0.43005,0.2804,1.23368,1.32857,1.24626,8.64586e-05,8.64586e-05,8.64586e-05
29,611.428,0.8763,0.72364,1.0841,0.61266,0.37147,0.43666,0.28291,1.24,1.34187,1.25356,8.52904e-05,8.52904e-05,8.52904e-05
30,634.049,0.87026,0.71979,1.07068,0.55755,0.39833,0.4359,0.28271,1.23537,1.33699,1.2442,8.41222e-05,8.41222e-05,8.41222e-05
31,656.293,0.86689,0.69501,1.07077,0.61523,0.38592,0.43894,0.28356,1.23243,1.31883,1.24694,8.2954e-05,8.2954e-05,8.2954e-05
32,678.671,0.87089,0.70991,1.07489,0.61346,0.36513,0.43249,0.27689,1.24641,1.33732,1.25445,8.17858e-05,8.17858e-05,8.17858e-05
33,700.696,0.84056,0.68633,1.06557,0.61824,0.36786,0.43054,0.27404,1.24704,1.31787,1.25923,8.06176e-05,8.06176e-05,8.06176e-05
34,722.784,0.8523,0.6787,1.0673,0.64291,0.36226,0.43525,0.27748,1.23936,1.32423,1.24833,7.94494e-05,7.94494e-05,7.94494e-05
35,745.09,0.83447,0.66634,1.06068,0.64658,0.36037,0.44195,0.2841,1.23825,1.31227,1.24326,7.82812e-05,7.82812e-05,7.82812e-05
36,767.57,0.81266,0.65502,1.05878,0.62051,0.36753,0.4383,0.28248,1.2457,1.32473,1.25326,7.7113e-05,7.7113e-05,7.7113e-05
37,789.789,0.82362,0.66606,1.05237,0.57305,0.39687,0.44346,0.27883,1.25493,1.31858,1.26269,7.59448e-05,7.59448e-05,7.59448e-05
38,812.018,0.81111,0.64263,1.05334,0.57159,0.38908,0.4306,0.27677,1.25232,1.35381,1.25717,7.47766e-05,7.47766e-05,7.47766e-05
39,834.319,0.82338,0.66156,1.062,0.62497,0.36696,0.43455,0.27839,1.25132,1.3424,1.2633,7.36084e-05,7.36084e-05,7.36084e-05
40,856.385,0.80615,0.63732,1.0553,0.57954,0.37505,0.43216,0.2799,1.24904,1.3426,1.26289,7.24402e-05,7.24402e-05,7.24402e-05
41,878.453,0.80208,0.63298,1.04312,0.63283,0.36078,0.43207,0.27891,1.25059,1.33398,1.26141,7.1272e-05,7.1272e-05,7.1272e-05
42,900.526,0.80893,0.6166,1.04512,0.58701,0.39298,0.43816,0.28192,1.25636,1.34964,1.26835,7.01038e-05,7.01038e-05,7.01038e-05
43,922.703,0.78958,0.61104,1.03531,0.58891,0.39024,0.43522,0.27949,1.26895,1.36796,1.28943,6.89356e-05,6.89356e-05,6.89356e-05
44,944.539,0.81156,0.62416,1.04272,0.5897,0.39777,0.43911,0.28233,1.25282,1.35178,1.26392,6.77674e-05,6.77674e-05,6.77674e-05
45,966.279,0.80585,0.62985,1.03799,0.54979,0.40353,0.43343,0.27836,1.25763,1.3622,1.27241,6.65992e-05,6.65992e-05,6.65992e-05
46,988.246,0.77793,0.58966,1.02956,0.5832,0.38894,0.43644,0.28053,1.26768,1.37464,1.28006,6.5431e-05,6.5431e-05,6.5431e-05
47,1010.35,0.78438,0.60556,1.03468,0.56207,0.39102,0.42564,0.27082,1.26089,1.3586,1.26683,6.42628e-05,6.42628e-05,6.42628e-05
48,1031.96,0.79131,0.60453,1.03279,0.6001,0.37562,0.41236,0.26753,1.25421,1.37312,1.26738,6.30946e-05,6.30946e-05,6.30946e-05
49,1053.64,0.78807,0.60949,1.03164,0.57515,0.38223,0.41179,0.26017,1.26342,1.37904,1.27557,6.19264e-05,6.19264e-05,6.19264e-05
50,1075.96,0.78395,0.59972,1.03593,0.57906,0.3757,0.41802,0.27033,1.26192,1.3799,1.27609,6.07582e-05,6.07582e-05,6.07582e-05
51,1097.5,0.76965,0.58612,1.03017,0.60278,0.36422,0.41162,0.26531,1.25648,1.37761,1.27164,5.959e-05,5.959e-05,5.959e-05
52,1119.27,0.77365,0.59464,1.03915,0.5346,0.40368,0.42633,0.27981,1.25731,1.3792,1.27279,5.84218e-05,5.84218e-05,5.84218e-05
53,1141.13,0.77555,0.58883,1.02756,0.56461,0.37701,0.42386,0.27831,1.25925,1.38778,1.26534,5.72536e-05,5.72536e-05,5.72536e-05
54,1163.6,0.75003,0.58131,1.02065,0.5636,0.38673,0.43246,0.28352,1.26003,1.38812,1.27627,5.60854e-05,5.60854e-05,5.60854e-05
55,1185.47,0.76614,0.57408,1.02623,0.55439,0.37834,0.43089,0.27716,1.26901,1.387,1.28553,5.49172e-05,5.49172e-05,5.49172e-05
56,1207.55,0.76756,0.58149,1.02481,0.58708,0.36787,0.42843,0.27923,1.2637,1.38129,1.28109,5.3749e-05,5.3749e-05,5.3749e-05
57,1229.53,0.74303,0.55984,1.02191,0.57202,0.35589,0.42048,0.27306,1.26205,1.40433,1.27825,5.25808e-05,5.25808e-05,5.25808e-05
58,1251.33,0.75716,0.56354,1.01503,0.52205,0.38461,0.42048,0.27364,1.26542,1.40582,1.28327,5.14126e-05,5.14126e-05,5.14126e-05
59,1273.06,0.74997,0.56039,1.01696,0.51513,0.38522,0.4184,0.2746,1.2563,1.40347,1.2734,5.02444e-05,5.02444e-05,5.02444e-05
60,1294.75,0.75755,0.56547,1.01656,0.55125,0.36284,0.42482,0.27874,1.25559,1.40271,1.27871,4.90762e-05,4.90762e-05,4.90762e-05
61,1316.89,0.74623,0.56537,1.01918,0.52994,0.37953,0.41791,0.26729,1.26594,1.42128,1.27852,4.7908e-05,4.7908e-05,4.7908e-05
62,1338.57,0.75731,0.55916,1.0167,0.51701,0.37697,0.41708,0.26083,1.27033,1.41477,1.27833,4.67398e-05,4.67398e-05,4.67398e-05
63,1359.92,0.7491,0.55539,1.01603,0.5606,0.3665,0.4178,0.26423,1.26303,1.42226,1.27532,4.55716e-05,4.55716e-05,4.55716e-05
64,1382.17,0.72176,0.53948,1.00737,0.61746,0.35329,0.42344,0.27428,1.27446,1.40446,1.28123,4.44034e-05,4.44034e-05,4.44034e-05
65,1403.96,0.73041,0.54408,1.00938,0.58069,0.3589,0.41797,0.26443,1.27158,1.42349,1.28276,4.32352e-05,4.32352e-05,4.32352e-05
66,1425.97,0.73638,0.54281,1.00932,0.58806,0.36186,0.41637,0.26896,1.26929,1.38682,1.28357,4.2067e-05,4.2067e-05,4.2067e-05
67,1447.9,0.7168,0.53931,1.00855,0.59993,0.3445,0.41232,0.26581,1.27203,1.38338,1.28568,4.08988e-05,4.08988e-05,4.08988e-05
68,1469.94,0.72574,0.53898,1.00175,0.52451,0.38586,0.42867,0.27657,1.27558,1.39707,1.28753,3.97306e-05,3.97306e-05,3.97306e-05
69,1491.93,0.7158,0.53401,1.00534,0.54881,0.39069,0.42749,0.27653,1.27243,1.39257,1.28367,3.85624e-05,3.85624e-05,3.85624e-05
70,1514.55,0.72996,0.54842,1.01336,0.51635,0.39519,0.42145,0.27213,1.26835,1.39096,1.2782,3.73942e-05,3.73942e-05,3.73942e-05
71,1537.01,0.71164,0.53417,0.99776,0.54089,0.38734,0.43192,0.27934,1.27042,1.40749,1.28458,3.6226e-05,3.6226e-05,3.6226e-05
72,1560.1,0.71546,0.53182,0.99551,0.54233,0.38449,0.42859,0.27725,1.27344,1.41319,1.29162,3.50578e-05,3.50578e-05,3.50578e-05
73,1583.41,0.70594,0.52773,0.99869,0.55003,0.37747,0.42678,0.27435,1.27948,1.42144,1.29111,3.38896e-05,3.38896e-05,3.38896e-05
74,1606.87,0.72153,0.53292,1.01198,0.51792,0.37441,0.42298,0.27363,1.28339,1.42062,1.29471,3.27214e-05,3.27214e-05,3.27214e-05
75,1629.38,0.72256,0.53139,0.99304,0.51636,0.38438,0.42635,0.27475,1.28093,1.42161,1.29673,3.15532e-05,3.15532e-05,3.15532e-05
76,1652.21,0.7036,0.51862,0.99214,0.53434,0.37865,0.42822,0.27271,1.28001,1.42191,1.29671,3.0385e-05,3.0385e-05,3.0385e-05
77,1674.26,0.69393,0.51625,0.99627,0.55693,0.38102,0.42896,0.27662,1.28306,1.42099,1.29747,2.92168e-05,2.92168e-05,2.92168e-05
78,1696.33,0.70658,0.52352,0.99405,0.51275,0.38125,0.42819,0.27666,1.28729,1.41926,1.30409,2.80486e-05,2.80486e-05,2.80486e-05
79,1718.2,0.70378,0.51997,0.99879,0.49633,0.39427,0.42777,0.27742,1.27625,1.41519,1.29672,2.68804e-05,2.68804e-05,2.68804e-05
80,1740.14,0.68991,0.51522,0.98594,0.57502,0.3556,0.42835,0.27969,1.27325,1.42188,1.29341,2.57122e-05,2.57122e-05,2.57122e-05
81,1761.93,0.70529,0.51664,0.99775,0.53665,0.3826,0.4297,0.27928,1.27253,1.42056,1.29518,2.4544e-05,2.4544e-05,2.4544e-05
82,1783.88,0.69806,0.51692,0.98778,0.53194,0.38968,0.43227,0.27882,1.27412,1.4121,1.29587,2.33758e-05,2.33758e-05,2.33758e-05
83,1805.94,0.70258,0.53375,0.99455,0.5363,0.38239,0.43123,0.27858,1.27924,1.41538,1.29837,2.22076e-05,2.22076e-05,2.22076e-05
84,1827.92,0.69322,0.50892,0.98577,0.52722,0.38654,0.42953,0.27776,1.2779,1.41048,1.29906,2.10394e-05,2.10394e-05,2.10394e-05
85,1849.67,0.6874,0.51373,0.98357,0.50805,0.38772,0.43065,0.27791,1.27843,1.4181,1.29947,1.98712e-05,1.98712e-05,1.98712e-05
86,1871.71,0.68246,0.51064,0.98705,0.53331,0.38081,0.42887,0.27672,1.27715,1.42553,1.29788,1.8703e-05,1.8703e-05,1.8703e-05
87,1894,0.68012,0.50421,0.98236,0.53765,0.38444,0.42109,0.27064,1.27291,1.42187,1.29683,1.75348e-05,1.75348e-05,1.75348e-05
88,1915.95,0.67544,0.49127,0.9801,0.5376,0.37941,0.42992,0.27613,1.27204,1.41262,1.29797,1.63666e-05,1.63666e-05,1.63666e-05
89,1938.18,0.69217,0.50462,0.98886,0.54582,0.36659,0.42784,0.27369,1.27525,1.42364,1.29492,1.51984e-05,1.51984e-05,1.51984e-05
90,1960.43,0.67693,0.50164,0.98456,0.50999,0.38843,0.42439,0.27212,1.27602,1.42972,1.29549,1.40302e-05,1.40302e-05,1.40302e-05
91,2018.59,0.61306,0.43322,0.94915,0.51749,0.38214,0.42203,0.2722,1.28709,1.44411,1.31441,1.2862e-05,1.2862e-05,1.2862e-05
92,2041.16,0.60669,0.41515,0.95161,0.52564,0.38093,0.4194,0.26994,1.28827,1.44463,1.31552,1.16938e-05,1.16938e-05,1.16938e-05
93,2063.09,0.59566,0.40937,0.9367,0.56185,0.37144,0.42029,0.27176,1.28862,1.4508,1.31611,1.05256e-05,1.05256e-05,1.05256e-05
94,2085.09,0.59271,0.40664,0.94044,0.56661,0.37085,0.42054,0.27208,1.28742,1.44976,1.31534,9.3574e-06,9.3574e-06,9.3574e-06
95,2106.97,0.5898,0.40608,0.93405,0.55094,0.37633,0.42205,0.27253,1.28688,1.44839,1.31419,8.1892e-06,8.1892e-06,8.1892e-06
96,2128.98,0.58501,0.40395,0.93103,0.53769,0.38234,0.42417,0.27417,1.28697,1.44544,1.31465,7.021e-06,7.021e-06,7.021e-06
97,2151.73,0.58279,0.39933,0.93161,0.53542,0.37944,0.42325,0.27498,1.28298,1.4374,1.31235,5.8528e-06,5.8528e-06,5.8528e-06
98,2174.11,0.58953,0.40061,0.94062,0.5337,0.37891,0.42278,0.27297,1.28427,1.43295,1.31408,4.6846e-06,4.6846e-06,4.6846e-06
99,2195.69,0.57363,0.3943,0.93808,0.52751,0.38374,0.42343,0.2748,1.2849,1.43209,1.3148,3.5164e-06,3.5164e-06,3.5164e-06
100,2217.5,0.59068,0.40356,0.9314,0.52981,0.38357,0.42238,0.27417,1.28633,1.43517,1.31329,2.3482e-06,2.3482e-06,2.3482e-06
