epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,246.795,0.54974,0.40261,0.99894,0.59946,0.48327,0.40202,0.30762,1.36981,2.56785,1.7435,0.0008317,0.0008317,0.0008317
19,259.832,0.55231,0.3777,1.00331,0.74908,0.48224,0.56778,0.42615,1.32518,2.43283,1.73713,0.0008218,0.0008218,0.0008218
20,272.774,0.56216,0.37469,1.00831,0.75127,0.53979,0.59985,0.45807,1.22048,2.35263,1.73301,0.0008119,0.0008119,0.0008119
21,285.956,0.53667,0.37467,0.9955,0.69834,0.58192,0.67586,0.50313,1.23756,2.38198,1.68349,0.000802,0.000802,0.000802
22,299.148,0.56154,0.39497,1.01937,0.72168,0.49528,0.52858,0.41694,1.41643,2.49968,1.93807,0.0007921,0.0007921,0.0007921
23,311.96,0.53912,0.37087,0.98444,0.80668,0.50322,0.56916,0.41647,1.49962,2.16378,1.91316,0.0007822,0.0007822,0.0007822
24,325.354,0.52572,0.34391,0.98601,0.81798,0.32661,0.37041,0.29663,1.15216,2.59119,1.65237,0.0007723,0.0007723,0.0007723
25,338.374,0.53586,0.35351,0.99398,0.80866,0.52412,0.6552,0.5077,1.36982,2.63161,1.86503,0.0007624,0.0007624,0.0007624
26,351.823,0.52302,0.34616,0.98239,0.81862,0.57276,0.756,0.58475,1.37713,2.27103,1.97805,0.0007525,0.0007525,0.0007525
27,365.326,0.50121,0.34337,0.96282,0.42216,0.71838,0.47366,0.37053,1.32665,2.2822,1.7868,0.0007426,0.0007426,0.0007426
28,378.519,0.51046,0.3435,0.98194,0.65893,0.50459,0.55108,0.43793,1.37732,2.48817,1.92384,0.0007327,0.0007327,0.0007327
29,391.617,0.49098,0.31778,0.97338,0.58926,0.5591,0.42622,0.32816,1.45257,2.59176,1.98087,0.0007228,0.0007228,0.0007228
30,405.059,0.47928,0.34041,0.96462,0.64665,0.49038,0.48371,0.37618,1.37227,2.57595,1.86984,0.0007129,0.0007129,0.0007129
31,418.098,0.47804,0.31553,0.95559,0.88573,0.51007,0.6355,0.50554,1.30438,1.96409,1.98105,0.000703,0.000703,0.000703
32,431.404,0.48805,0.34455,0.95322,0.70582,0.51897,0.61753,0.47001,1.18252,2.05568,1.71231,0.0006931,0.0006931,0.0006931
33,445.111,0.4839,0.35405,0.9711,0.7481,0.35886,0.42278,0.32919,1.27889,2.68816,1.82302,0.0006832,0.0006832,0.0006832
34,458.647,0.48756,0.3406,0.97539,0.77715,0.3669,0.40947,0.31018,1.45098,2.20324,1.94448,0.0006733,0.0006733,0.0006733
35,472.076,0.4671,0.31361,0.94231,0.89318,0.37491,0.45763,0.35149,1.30893,2.14107,1.77369,0.0006634,0.0006634,0.0006634
36,485.73,0.47006,0.30921,0.93682,0.79441,0.52412,0.62329,0.49657,1.28951,2.36381,1.85276,0.0006535,0.0006535,0.0006535
37,499.079,0.45508,0.2928,0.95051,0.73299,0.56951,0.62903,0.48226,1.25143,2.21078,1.70399,0.0006436,0.0006436,0.0006436
38,512.336,0.4616,0.29491,0.93589,0.59331,0.38826,0.60651,0.47262,1.39464,1.92836,1.92016,0.0006337,0.0006337,0.0006337
39,525.967,0.45468,0.29983,0.93944,0.66228,0.4007,0.613,0.48924,1.35276,2.27796,1.95888,0.0006238,0.0006238,0.0006238
40,539.458,0.43044,0.27578,0.93034,0.84068,0.53261,0.60104,0.47646,1.12602,2.06413,1.65934,0.0006139,0.0006139,0.0006139
41,552.822,0.43787,0.26808,0.93792,0.80667,0.52982,0.59863,0.45385,1.21304,2.26434,1.69549,0.000604,0.000604,0.000604
42,566.315,0.45383,0.27356,0.93342,0.76817,0.62279,0.64153,0.49378,1.13482,1.92472,1.65731,0.0005941,0.0005941,0.0005941
43,579.705,0.41491,0.27955,0.92873,0.76637,0.39822,0.61254,0.44137,1.3059,2.0277,1.85028,0.0005842,0.0005842,0.0005842
44,593.11,0.42508,0.28608,0.92156,0.74779,0.41474,0.58024,0.45531,1.28035,2.32028,1.97885,0.0005743,0.0005743,0.0005743
45,606.658,0.42231,0.27212,0.9249,0.81794,0.67026,0.74285,0.58346,1.18695,2.64385,1.67353,0.0005644,0.0005644,0.0005644
46,619.882,0.40786,0.27802,0.92385,0.74567,0.51744,0.57574,0.45696,1.24528,2.48931,1.76666,0.0005545,0.0005545,0.0005545
47,633.085,0.41374,0.28128,0.92763,0.77048,0.49115,0.71302,0.57335,1.45045,2.31692,2.04504,0.0005446,0.0005446,0.0005446
48,646.602,0.39804,0.26301,0.90523,0.82499,0.52569,0.60868,0.4769,1.22054,1.98855,1.72764,0.0005347,0.0005347,0.0005347
49,659.823,0.40161,0.26156,0.89761,0.65768,0.56776,0.51306,0.39418,1.25355,2.25914,1.78208,0.0005248,0.0005248,0.0005248
50,673.045,0.39586,0.25448,0.90325,0.66334,0.54631,0.60068,0.47208,1.3384,2.3053,1.92252,0.0005149,0.0005149,0.0005149
51,686.509,0.38654,0.24586,0.89459,0.59586,0.5709,0.61218,0.48607,1.25685,2.18224,1.89584,0.000505,0.000505,0.000505
52,699.953,0.37642,0.24932,0.9038,0.77975,0.5506,0.61026,0.47545,1.23552,2.12966,1.83293,0.0004951,0.0004951,0.0004951
53,713.386,0.38827,0.25037,0.89966,0.46346,0.62439,0.60481,0.47837,1.26014,2.36808,1.86853,0.0004852,0.0004852,0.0004852
54,727.142,0.37725,0.24736,0.89618,0.76519,0.538,0.75986,0.63667,1.20282,2.70472,1.87601,0.0004753,0.0004753,0.0004753
55,741.334,0.37456,0.24533,0.89667,0.7937,0.52557,0.62588,0.49693,1.15654,1.86716,1.75712,0.0004654,0.0004654,0.0004654
56,755.425,0.36324,0.23158,0.89346,0.7964,0.52031,0.60004,0.47999,1.19125,1.97848,1.76338,0.0004555,0.0004555,0.0004555
57,769.513,0.37937,0.25171,0.8985,0.8198,0.49261,0.57401,0.47416,1.33788,2.20555,1.9722,0.0004456,0.0004456,0.0004456
58,783.184,0.36509,0.25408,0.88753,0.38227,0.68795,0.60466,0.48565,1.22533,2.01402,1.8406,0.0004357,0.0004357,0.0004357
59,796.868,0.35622,0.23665,0.88839,0.81362,0.53463,0.60818,0.4938,1.31408,1.84445,1.90569,0.0004258,0.0004258,0.0004258
60,810.88,0.36419,0.2296,0.8802,0.73507,0.53978,0.59103,0.49164,1.20308,2.08236,1.84158,0.0004159,0.0004159,0.0004159
61,824.776,0.35579,0.22303,0.88953,0.55304,0.71023,0.66736,0.54902,1.26474,2.33386,1.90907,0.000406,0.000406,0.000406
62,838.573,0.35486,0.22519,0.88022,0.75867,0.5835,0.6189,0.47546,1.13763,2.49403,1.61495,0.0003961,0.0003961,0.0003961
63,852.478,0.35724,0.23253,0.8925,0.81076,0.51496,0.62026,0.50711,1.26149,2.63818,1.92182,0.0003862,0.0003862,0.0003862
64,866.396,0.34798,0.21606,0.88166,0.71608,0.53662,0.62473,0.50116,1.21072,2.6063,1.84123,0.0003763,0.0003763,0.0003763
65,880.103,0.34474,0.22087,0.88276,0.80666,0.5125,0.58518,0.46523,1.21791,2.78411,1.8255,0.0003664,0.0003664,0.0003664
66,894.223,0.3234,0.20897,0.8701,0.82307,0.49899,0.61576,0.48223,1.25958,2.47628,1.99316,0.0003565,0.0003565,0.0003565
67,908.075,0.33208,0.20812,0.87148,0.819,0.46386,0.60069,0.49502,1.24373,2.49254,1.89136,0.0003466,0.0003466,0.0003466
68,921.84,0.33194,0.2095,0.87474,0.7936,0.49297,0.60013,0.48596,1.41998,2.34919,2.19631,0.0003367,0.0003367,0.0003367
69,935.788,0.32919,0.21118,0.88231,0.84246,0.5305,0.61162,0.51298,1.33139,2.05121,2.17744,0.0003268,0.0003268,0.0003268
70,949.597,0.32245,0.19669,0.86119,0.86132,0.5483,0.62242,0.50109,1.28018,1.97374,1.9603,0.0003169,0.0003169,0.0003169
71,963.23,0.32866,0.20907,0.87006,0.85952,0.56859,0.62969,0.51925,1.3862,2.05009,2.17376,0.000307,0.000307,0.000307
72,977.178,0.31378,0.19427,0.86285,0.85177,0.54299,0.69395,0.56945,1.29281,2.27074,2.0671,0.0002971,0.0002971,0.0002971
73,991.085,0.30994,0.19081,0.87446,0.78681,0.56751,0.61815,0.51524,1.25446,2.36862,2.02999,0.0002872,0.0002872,0.0002872
74,1004.76,0.31012,0.19399,0.86697,0.75297,0.59184,0.61387,0.50501,1.27465,2.51808,1.93899,0.0002773,0.0002773,0.0002773
75,1018.8,0.3013,0.19594,0.86826,0.78971,0.56925,0.62682,0.51548,1.21882,2.20288,1.9058,0.0002674,0.0002674,0.0002674
76,1032.84,0.29907,0.18755,0.86286,0.8133,0.59143,0.63454,0.51777,1.23895,2.02734,1.8891,0.0002575,0.0002575,0.0002575
77,1046.58,0.30923,0.18578,0.85741,0.78798,0.55999,0.61258,0.53067,1.24285,2.07997,1.90289,0.0002476,0.0002476,0.0002476
78,1060.65,0.30254,0.1853,0.86495,0.80478,0.58799,0.62752,0.52059,1.27161,1.79017,1.96066,0.0002377,0.0002377,0.0002377
79,1074.31,0.29573,0.17957,0.85474,0.88662,0.5904,0.64764,0.54011,1.27444,1.88513,2.08335,0.0002278,0.0002278,0.0002278
80,1088.08,0.28392,0.18229,0.85173,0.86216,0.57823,0.6411,0.54302,1.215,1.82547,1.99928,0.0002179,0.0002179,0.0002179
81,1102.15,0.27946,0.18119,0.86032,0.91228,0.54027,0.64112,0.53656,1.26149,1.59054,2.06568,0.000208,0.000208,0.000208
82,1115.94,0.28502,0.18001,0.84845,0.87373,0.56838,0.65367,0.54335,1.3058,1.66906,2.03033,0.0001981,0.0001981,0.0001981
83,1129.91,0.27974,0.17662,0.84853,0.82626,0.60961,0.71667,0.58978,1.30964,1.76664,2.02533,0.0001882,0.0001882,0.0001882
84,1143.89,0.28059,0.177,0.85529,0.86394,0.57968,0.7368,0.61094,1.31689,1.76592,2.01382,0.0001783,0.0001783,0.0001783
85,1157.62,0.27366,0.17138,0.84752,0.81277,0.58958,0.62212,0.52281,1.34178,1.81524,2.082,0.0001684,0.0001684,0.0001684
86,1171.62,0.27216,0.17125,0.84693,0.87975,0.5608,0.63052,0.52825,1.29682,1.85385,2.0527,0.0001585,0.0001585,0.0001585
87,1185.67,0.26494,0.16984,0.84635,0.82164,0.58004,0.63347,0.52017,1.31889,1.83335,2.05042,0.0001486,0.0001486,0.0001486
88,1199.51,0.25737,0.16188,0.84343,0.86657,0.53668,0.61366,0.50663,1.3588,1.86887,2.09265,0.0001387,0.0001387,0.0001387
89,1213.35,0.269,0.16498,0.85252,0.84739,0.55199,0.61881,0.51258,1.28468,1.97047,1.99544,0.0001288,0.0001288,0.0001288
90,1227.37,0.2669,0.16556,0.84535,0.86965,0.53856,0.62242,0.51434,1.25295,1.93851,1.99423,0.0001189,0.0001189,0.0001189
91,1250.41,0.25283,0.15706,0.83884,0.85749,0.57614,0.6313,0.51659,1.25656,2.09244,1.97107,0.000109,0.000109,0.000109
92,1264.3,0.25458,0.16062,0.84364,0.85739,0.5832,0.72433,0.59556,1.2993,2.06399,2.05321,9.91e-05,9.91e-05,9.91e-05
93,1279.21,0.24333,0.15485,0.83493,0.82817,0.59764,0.80256,0.66013,1.25503,2.05207,1.93319,8.92e-05,8.92e-05,8.92e-05
94,1297.64,0.24506,0.15487,0.84102,0.86429,0.58086,0.80398,0.6554,1.29362,2.0269,1.98013,7.93e-05,7.93e-05,7.93e-05
95,1315.5,0.2444,0.15278,0.83458,0.86456,0.58662,0.62991,0.52513,1.31863,1.96856,2.0354,6.94e-05,6.94e-05,6.94e-05
96,1333.87,0.24281,0.15179,0.84231,0.86564,0.57827,0.6335,0.52637,1.31454,1.97146,2.02418,5.95e-05,5.95e-05,5.95e-05
97,1351.54,0.23868,0.15282,0.8412,0.86185,0.57544,0.6332,0.522,1.32089,1.96689,2.01829,4.96e-05,4.96e-05,4.96e-05
98,1369.46,0.23802,0.15059,0.83125,0.86495,0.57566,0.64052,0.53245,1.291,1.96642,2.00923,3.97e-05,3.97e-05,3.97e-05
99,1387.64,0.23648,0.15135,0.84077,0.87463,0.57353,0.63157,0.52611,1.32831,1.94843,2.03715,2.98e-05,2.98e-05,2.98e-05
100,1405.55,0.22987,0.14594,0.83136,0.87076,0.57703,0.63641,0.52539,1.28243,1.96885,2.01645,1.99e-05,1.99e-05,1.99e-05
