epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,140.434,0.46943,0.45443,0.82332,0.72845,0.85819,0.8634,0.71456,0.69698,0.69194,0.88528,0.0010025,0.0010025,0.0010025
14,152.251,0.46672,0.46246,0.82232,0.78884,0.77762,0.92775,0.75164,0.75283,0.72069,0.9098,0.000981875,0.000981875,0.000981875
15,163.747,0.459,0.42347,0.82254,0.80783,0.82297,0.86602,0.72685,0.67994,0.6699,0.88692,0.00096125,0.00096125,0.00096125
16,175.229,0.46116,0.43206,0.82133,0.77716,0.78305,0.87494,0.69714,0.79684,0.85986,0.91985,0.000940625,0.000940625,0.000940625
17,187.232,0.45703,0.41135,0.82255,0.81729,0.87659,0.9432,0.7865,0.71309,0.59269,0.90206,0.00092,0.00092,0.00092
18,198.839,0.45679,0.39717,0.82341,0.79375,0.86191,0.92073,0.78154,0.63493,0.51993,0.8702,0.000899375,0.000899375,0.000899375
19,210.604,0.46356,0.42043,0.82261,0.8356,0.8207,0.92475,0.77722,0.64695,0.57881,0.88251,0.00087875,0.00087875,0.00087875
20,222.543,0.46478,0.41914,0.8226,0.72109,0.81787,0.84674,0.71819,0.6238,0.7847,0.86687,0.000858125,0.000858125,0.000858125
21,233.698,0.44396,0.37352,0.81827,0.75589,0.86102,0.90311,0.75699,0.66567,0.72958,0.88383,0.0008375,0.0008375,0.0008375
22,244.114,0.44581,0.3819,0.82081,0.64423,0.79417,0.81678,0.6868,0.6576,1.22534,0.88157,0.000816875,0.000816875,0.000816875
23,254.618,0.44541,0.37294,0.82043,0.73337,0.82314,0.87533,0.72333,0.66275,0.81595,0.88097,0.00079625,0.00079625,0.00079625
24,266.154,0.4436,0.37249,0.81557,0.82879,0.81908,0.92904,0.78497,0.64632,0.68455,0.87964,0.000775625,0.000775625,0.000775625
25,276.843,0.43894,0.35632,0.82138,0.75768,0.85359,0.92912,0.77633,0.66817,0.86937,0.8896,0.000755,0.000755,0.000755
26,287.093,0.43944,0.36515,0.81967,0.89827,0.89792,0.93812,0.78467,0.66238,0.42909,0.88263,0.000734375,0.000734375,0.000734375
27,297.463,0.43973,0.35912,0.81643,0.77651,0.90839,0.91558,0.75789,0.68564,0.61029,0.89574,0.00071375,0.00071375,0.00071375
28,307.714,0.43695,0.34376,0.8197,0.88466,0.85382,0.93583,0.78587,0.66021,0.52859,0.88285,0.000693125,0.000693125,0.000693125
29,317.927,0.43579,0.35202,0.81991,0.83842,0.89114,0.93199,0.78498,0.66873,0.49133,0.8792,0.0006725,0.0006725,0.0006725
30,328.343,0.43216,0.35279,0.81606,0.91855,0.86387,0.95944,0.80248,0.66416,0.4686,0.88398,0.000651875,0.000651875,0.000651875
31,338.698,0.42575,0.34134,0.81477,0.84566,0.81909,0.93156,0.77295,0.67997,0.56549,0.89026,0.00063125,0.00063125,0.00063125
32,349.282,0.42892,0.3208,0.8168,0.8554,0.87025,0.94586,0.78763,0.66121,0.51794,0.88872,0.000610625,0.000610625,0.000610625
33,359.633,0.42409,0.33248,0.8137,0.87492,0.8651,0.93452,0.78388,0.66476,0.56112,0.88536,0.00059,0.00059,0.00059
34,369.963,0.42213,0.33093,0.81824,0.83464,0.8799,0.94787,0.78833,0.66129,0.47981,0.88728,0.000569375,0.000569375,0.000569375
35,381.461,0.42462,0.31177,0.81626,0.72337,0.82435,0.86553,0.71974,0.6557,0.85505,0.88209,0.00054875,0.00054875,0.00054875
36,393.278,0.41356,0.29452,0.8123,0.78153,0.79511,0.86593,0.72126,0.66611,0.76279,0.88265,0.000528125,0.000528125,0.000528125
37,404.988,0.40524,0.28113,0.81205,0.83581,0.88286,0.93157,0.78099,0.65793,0.61272,0.8845,0.0005075,0.0005075,0.0005075
38,416.355,0.41917,0.29925,0.81428,0.80774,0.86162,0.90707,0.75664,0.66366,0.70969,0.88725,0.000486875,0.000486875,0.000486875
39,426.521,0.41715,0.28925,0.81807,0.85297,0.89983,0.9419,0.80089,0.63493,0.47048,0.8748,0.00046625,0.00046625,0.00046625
40,436.719,0.40965,0.29166,0.81637,0.90712,0.83952,0.94387,0.79494,0.63992,0.49816,0.87677,0.000445625,0.000445625,0.000445625
41,447.147,0.41997,0.29185,0.81619,0.83839,0.86937,0.90605,0.74934,0.705,0.57209,0.9004,0.000425,0.000425,0.000425
42,458.257,0.41059,0.29048,0.81498,0.94508,0.83722,0.94943,0.79607,0.67627,0.44874,0.88211,0.000404375,0.000404375,0.000404375
43,470.137,0.41058,0.29175,0.81347,0.85836,0.85983,0.93823,0.79936,0.61279,0.51645,0.86766,0.00038375,0.00038375,0.00038375
44,481.357,0.40579,0.27437,0.80897,0.86019,0.86013,0.93945,0.78821,0.6571,0.55085,0.88777,0.000363125,0.000363125,0.000363125
45,492.687,0.40045,0.26057,0.81379,0.87515,0.80804,0.91191,0.77957,0.60806,0.57625,0.86962,0.0003425,0.0003425,0.0003425
46,504.497,0.39509,0.25408,0.80901,0.76843,0.90392,0.90319,0.75936,0.63558,0.63238,0.87837,0.000321875,0.000321875,0.000321875
47,514.857,0.40207,0.25647,0.80647,0.83381,0.90246,0.93645,0.78505,0.63302,0.47943,0.87986,0.00030125,0.00030125,0.00030125
48,525.107,0.39622,0.25604,0.81076,0.87646,0.91127,0.95677,0.81215,0.60581,0.43494,0.86731,0.000280625,0.000280625,0.000280625
49,535.247,0.39227,0.25864,0.80936,0.89429,0.87022,0.95044,0.80868,0.62319,0.44028,0.87244,0.00026,0.00026,0.00026
50,546.673,0.3923,0.24942,0.81043,0.80646,0.93053,0.94845,0.79897,0.61892,0.49513,0.87275,0.000239375,0.000239375,0.000239375
51,708.517,0.38161,0.22097,0.79271,0.84803,0.88234,0.93567,0.78415,0.63601,0.4968,0.87703,0.00021875,0.00021875,0.00021875
52,720.185,0.38579,0.22005,0.79664,0.78096,0.87468,0.8924,0.74831,0.63171,0.60451,0.87422,0.000198125,0.000198125,0.000198125
53,730.201,0.37394,0.20495,0.79559,0.85582,0.8189,0.8927,0.74929,0.63936,0.60571,0.87942,0.0001775,0.0001775,0.0001775
54,740.191,0.37177,0.20156,0.79432,0.89459,0.87608,0.9257,0.77318,0.66055,0.47128,0.88678,0.000156875,0.000156875,0.000156875
55,750.342,0.37156,0.19516,0.79339,0.89285,0.86035,0.93074,0.78511,0.62827,0.45857,0.87941,0.00013625,0.00013625,0.00013625
56,760.356,0.36798,0.19866,0.79571,0.88565,0.87224,0.94511,0.79798,0.63447,0.46988,0.88038,0.000115625,0.000115625,0.000115625
57,770.418,0.36686,0.19345,0.79006,0.86344,0.85465,0.91267,0.77251,0.62605,0.49607,0.87758,9.5e-05,9.5e-05,9.5e-05
58,780.731,0.36135,0.18315,0.79147,0.89841,0.84955,0.93616,0.79387,0.62655,0.48692,0.87755,7.4375e-05,7.4375e-05,7.4375e-05
59,790.721,0.36538,0.18677,0.79264,0.88924,0.87795,0.92582,0.77809,0.64743,0.48364,0.88148,5.375e-05,5.375e-05,5.375e-05
60,800.896,0.35959,0.17957,0.78947,0.87568,0.84374,0.91954,0.7771,0.64587,0.52782,0.8817,3.3125e-05,3.3125e-05,3.3125e-05
