epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,747.958,1.24411,1.0308,1.54725,0.73968,0.78932,0.79693,0.41315,1.98795,1.08501,2.33814,0.0015941,0.0015941,0.0015941
43,765.233,1.21113,1.0457,1.5156,0.65074,0.69444,0.72614,0.33856,2.39728,1.43921,2.67311,0.0015842,0.0015842,0.0015842
44,782.914,1.21509,1.02765,1.5016,0.71991,0.69444,0.74578,0.43433,1.65443,1.17239,2.02432,0.0015743,0.0015743,0.0015743
45,800.261,1.22768,1.00979,1.53076,0.73693,0.73611,0.70553,0.37548,1.84351,1.34799,2.11859,0.0015644,0.0015644,0.0015644
46,817.605,1.19243,0.97174,1.49764,0.79753,0.75,0.83996,0.47964,1.53005,1.30802,1.87287,0.0015545,0.0015545,0.0015545
47,835.64,1.19485,0.96396,1.48452,0.70427,0.68056,0.729,0.37547,1.99014,1.29105,2.20881,0.0015446,0.0015446,0.0015446
48,853.419,1.17825,0.95105,1.4751,0.77874,0.77778,0.79614,0.43919,1.82691,1.27359,2.05971,0.0015347,0.0015347,0.0015347
49,871.298,1.19478,1.0038,1.49624,0.72054,0.86111,0.81684,0.42603,1.86657,1.18099,2.21256,0.0015248,0.0015248,0.0015248
50,889.34,1.18756,0.96588,1.47773,0.78514,0.76132,0.8179,0.48119,1.83816,1.19603,2.19691,0.0015149,0.0015149,0.0015149
51,906.737,1.1791,0.93654,1.47736,0.64729,0.76466,0.67313,0.33831,2.08429,1.56439,2.5873,0.001505,0.001505,0.001505
52,924.005,1.16508,0.95505,1.45552,0.80983,0.77778,0.82041,0.44883,1.71596,1.28034,2.05852,0.0014951,0.0014951,0.0014951
53,941.583,1.16374,0.94589,1.44558,0.83458,0.7008,0.77906,0.4411,1.81466,1.12688,2.18131,0.0014852,0.0014852,0.0014852
54,959.004,1.14304,0.91423,1.44394,0.84418,0.73611,0.80703,0.46856,1.82885,1.27217,2.22482,0.0014753,0.0014753,0.0014753
55,976.307,1.15829,0.92937,1.45322,0.84386,0.66667,0.81494,0.48636,1.73142,1.2774,2.12627,0.0014654,0.0014654,0.0014654
56,994.095,1.14935,0.94093,1.46884,0.77021,0.83333,0.86988,0.55776,1.47893,1.15098,1.85231,0.0014555,0.0014555,0.0014555
57,1011.61,1.11202,0.88995,1.41951,0.76671,0.77599,0.81366,0.50663,1.65106,1.07235,2.0257,0.0014456,0.0014456,0.0014456
58,1028.91,1.11567,0.8583,1.43044,0.74915,0.79167,0.78294,0.45693,1.70625,1.15853,2.01808,0.0014357,0.0014357,0.0014357
59,1046.53,1.12101,0.85026,1.43255,0.76992,0.79012,0.79302,0.46819,1.61475,1.31458,1.94048,0.0014258,0.0014258,0.0014258
60,1064.02,1.14982,0.88695,1.44508,0.82619,0.76389,0.80054,0.46912,1.66549,1.23712,2.07989,0.0014159,0.0014159,0.0014159
61,1081.75,1.13933,0.89972,1.43191,0.70633,0.86856,0.80259,0.48031,1.83968,0.95087,2.31853,0.001406,0.001406,0.001406
62,1099.58,1.0811,0.86605,1.39391,0.78022,0.80556,0.81995,0.48727,1.6734,1.08601,2.078,0.0013961,0.0013961,0.0013961
63,1117.15,1.07911,0.83668,1.38706,0.78992,0.83333,0.84767,0.43057,1.97404,1.06249,2.30791,0.0013862,0.0013862,0.0013862
64,1134.77,1.08042,0.86058,1.39251,0.78964,0.77778,0.8315,0.4721,1.82142,1.0625,2.24195,0.0013763,0.0013763,0.0013763
65,1152.55,1.09855,0.87922,1.40795,0.6847,0.875,0.8226,0.46394,1.69104,1.24239,2.07503,0.0013664,0.0013664,0.0013664
66,1169.75,1.08437,0.85532,1.41836,0.67334,0.80556,0.84683,0.48705,1.66183,1.1618,2.03856,0.0013565,0.0013565,0.0013565
67,1187.03,1.08452,0.86329,1.40264,0.79839,0.73611,0.8442,0.49478,1.68136,1.05127,2.07794,0.0013466,0.0013466,0.0013466
68,1204.55,1.05367,0.81729,1.38428,0.69988,0.875,0.84067,0.4919,1.63953,1.09639,2.00715,0.0013367,0.0013367,0.0013367
69,1221.83,1.07574,0.83029,1.38392,0.76305,0.79167,0.84868,0.51316,1.61882,1.04824,2.18523,0.0013268,0.0013268,0.0013268
70,1239.12,1.06815,0.82942,1.39109,0.83136,0.77778,0.83432,0.46978,1.93265,1.09712,2.54484,0.0013169,0.0013169,0.0013169
71,1256.8,1.04311,0.80981,1.37213,0.8933,0.73611,0.86155,0.51434,1.56136,1.11025,1.88041,0.001307,0.001307,0.001307
72,1274.18,1.02487,0.80156,1.34805,0.82273,0.64464,0.78379,0.46804,1.69173,1.27106,2.02043,0.0012971,0.0012971,0.0012971
73,1291.38,1.0617,0.83391,1.36595,0.7829,0.73611,0.81262,0.49294,1.54332,1.35072,1.77044,0.0012872,0.0012872,0.0012872
74,1309.02,1.04333,0.81142,1.37826,0.80879,0.82252,0.85735,0.54367,1.36974,1.14031,1.72543,0.0012773,0.0012773,0.0012773
75,1326.36,1.05955,0.79614,1.37229,0.71718,0.73611,0.78411,0.45131,1.53824,1.4094,1.85999,0.0012674,0.0012674,0.0012674
76,1343.67,1.03569,0.79989,1.37289,0.73006,0.875,0.82895,0.49105,1.69165,1.06186,2.05461,0.0012575,0.0012575,0.0012575
77,1361.37,0.99698,0.7658,1.34145,0.74069,0.83313,0.83297,0.49101,1.79668,1.10082,2.28381,0.0012476,0.0012476,0.0012476
78,1378.65,0.99927,0.76272,1.32459,0.82828,0.80395,0.86253,0.54391,1.50092,0.93762,1.97568,0.0012377,0.0012377,0.0012377
79,1396.02,0.99305,0.74546,1.31723,0.78785,0.8253,0.85968,0.54084,1.56054,1.00159,2.03315,0.0012278,0.0012278,0.0012278
80,1413.81,1.03974,0.77392,1.36032,0.8709,0.74956,0.86691,0.45186,2.01996,1.30889,2.3879,0.0012179,0.0012179,0.0012179
81,1431.13,1.04295,0.76054,1.36472,0.73145,0.80556,0.8231,0.50292,1.59251,1.20152,2.06793,0.001208,0.001208,0.001208
82,1448.46,1.0145,0.74205,1.32586,0.81019,0.75,0.81701,0.50935,1.64063,1.20727,2.05327,0.0011981,0.0011981,0.0011981
83,1466.34,1.00715,0.75628,1.34197,0.88518,0.68056,0.83185,0.45468,1.67593,1.16619,2.12503,0.0011882,0.0011882,0.0011882
84,1483.53,1.01781,0.76712,1.34107,0.70622,0.83333,0.79753,0.49731,1.54487,1.00252,1.95881,0.0011783,0.0011783,0.0011783
85,1500.92,1.00345,0.74576,1.32534,0.75061,0.88889,0.87792,0.57429,1.41078,0.95281,1.7674,0.0011684,0.0011684,0.0011684
86,1518.59,0.98575,0.74156,1.32625,0.85562,0.74082,0.8361,0.51661,1.53802,1.09356,1.86489,0.0011585,0.0011585,0.0011585
87,1535.94,0.98751,0.74174,1.33555,0.85332,0.80802,0.87613,0.54779,1.36706,0.97865,1.77067,0.0011486,0.0011486,0.0011486
88,1553.37,0.96246,0.72979,1.30927,0.80618,0.80556,0.85758,0.55816,1.48102,0.90732,1.88396,0.0011387,0.0011387,0.0011387
89,1570.99,0.98512,0.74775,1.31914,0.73949,0.86111,0.87209,0.55409,1.47147,1.06248,1.93078,0.0011288,0.0011288,0.0011288
90,1588.24,0.96707,0.70546,1.30321,0.83332,0.79167,0.84726,0.54909,1.64914,1.09259,2.17992,0.0011189,0.0011189,0.0011189
91,1605.62,0.95915,0.69312,1.2996,0.79789,0.86111,0.86309,0.52597,1.58313,0.99392,1.98268,0.001109,0.001109,0.001109
92,1623.24,0.97352,0.73903,1.30884,0.84523,0.75855,0.86599,0.51237,1.79193,1.12045,2.18293,0.0010991,0.0010991,0.0010991
93,1640.61,0.96047,0.6983,1.29082,0.84591,0.83878,0.8988,0.57223,1.47823,1.01845,1.93353,0.0010892,0.0010892,0.0010892
94,1657.95,0.94672,0.70927,1.30059,0.76463,0.85729,0.87488,0.56389,1.4581,1.04573,1.83862,0.0010793,0.0010793,0.0010793
95,1675.63,0.95127,0.72208,1.29436,0.82481,0.85009,0.90291,0.56053,1.54442,0.98083,2.08903,0.0010694,0.0010694,0.0010694
96,1692.93,0.94419,0.6964,1.28876,0.78587,0.86661,0.89085,0.52607,1.58812,1.1158,2.02869,0.0010595,0.0010595,0.0010595
97,1710.12,0.93138,0.68629,1.2768,0.83814,0.875,0.89458,0.51904,1.55904,1.1102,1.96244,0.0010496,0.0010496,0.0010496
98,1727.75,0.93604,0.69379,1.29325,0.82956,0.81944,0.87259,0.53564,1.54913,1.01317,2.02363,0.0010397,0.0010397,0.0010397
99,1744.98,0.9402,0.67681,1.29373,0.84389,0.69444,0.8299,0.50058,1.64535,1.1035,2.03257,0.0010298,0.0010298,0.0010298
100,1762.16,0.93716,0.68992,1.28934,0.81519,0.79644,0.82668,0.49672,1.6365,1.00363,2.06099,0.0010199,0.0010199,0.0010199
101,1779.73,0.93017,0.68218,1.27763,0.76018,0.90278,0.86872,0.53272,1.62752,0.98537,2.04159,0.00101,0.00101,0.00101
102,1796.95,0.90103,0.67618,1.26755,0.82605,0.79146,0.84946,0.52332,1.55532,1.02017,1.93886,0.0010001,0.0010001,0.0010001
103,1814.2,0.88208,0.64305,1.23346,0.77113,0.88889,0.88034,0.54893,1.43054,0.88586,1.80766,0.0009902,0.0009902,0.0009902
104,1831.82,0.91132,0.6727,1.26636,0.86904,0.82951,0.88493,0.55445,1.52493,0.95664,2.15227,0.0009803,0.0009803,0.0009803
105,1849.16,0.89859,0.65244,1.253,0.87012,0.83744,0.89365,0.54683,1.49765,0.91766,1.96236,0.0009704,0.0009704,0.0009704
106,1866.31,0.86675,0.60529,1.23216,0.83265,0.8984,0.87652,0.53846,1.48738,0.83207,1.92339,0.0009605,0.0009605,0.0009605
107,1883.88,0.89562,0.65519,1.25213,0.86548,0.81944,0.88637,0.52131,1.49552,0.95692,1.89566,0.0009506,0.0009506,0.0009506
108,1901.26,0.89549,0.6396,1.25929,0.71789,0.79167,0.78868,0.50474,1.67976,1.12474,2.34176,0.0009407,0.0009407,0.0009407
109,1918.44,0.86845,0.62698,1.25126,0.85294,0.76389,0.84722,0.54355,1.52116,0.99424,2.06349,0.0009308,0.0009308,0.0009308
110,1936.1,0.88466,0.65215,1.24146,0.81104,0.77501,0.84676,0.55496,1.41474,0.9917,1.84272,0.0009209,0.0009209,0.0009209
111,1953.39,0.84478,0.61219,1.22611,0.84144,0.81078,0.89266,0.57424,1.36121,0.99187,1.79533,0.000911,0.000911,0.000911
112,1970.63,0.8456,0.61366,1.21952,0.76719,0.84722,0.85358,0.51773,1.47458,1.13348,1.96954,0.0009011,0.0009011,0.0009011
113,1988.09,0.86788,0.62181,1.2469,0.7562,0.86161,0.86338,0.55337,1.49356,0.97478,2.03836,0.0008912,0.0008912,0.0008912
114,2005.63,0.86135,0.61731,1.2333,0.84262,0.81798,0.87456,0.55029,1.49652,0.88943,1.93676,0.0008813,0.0008813,0.0008813
115,2023.06,0.86231,0.62288,1.2472,0.83312,0.86111,0.894,0.57011,1.42093,1.00321,1.81055,0.0008714,0.0008714,0.0008714
116,2040.53,0.82683,0.60112,1.19938,0.82371,0.84366,0.8603,0.51771,1.787,1.02275,2.33969,0.0008615,0.0008615,0.0008615
117,2057.88,0.85137,0.61524,1.22612,0.87294,0.80556,0.87255,0.558,1.69052,0.95929,2.20749,0.0008516,0.0008516,0.0008516
118,2075.03,0.81917,0.58766,1.20486,0.86007,0.80556,0.8675,0.55618,1.50776,1.00282,1.93513,0.0008417,0.0008417,0.0008417
119,2092.55,0.80435,0.57263,1.19067,0.86686,0.86111,0.90632,0.59022,1.49013,0.94151,1.97138,0.0008318,0.0008318,0.0008318
120,2109.9,0.80542,0.59409,1.19516,0.91224,0.875,0.91457,0.57869,1.52199,0.96173,2.08741,0.0008219,0.0008219,0.0008219
121,2127.17,0.82751,0.60101,1.20675,0.81029,0.84722,0.84145,0.5516,1.43553,0.96542,1.96906,0.000812,0.000812,0.000812
122,2144.53,0.79037,0.56638,1.17774,0.8317,0.82369,0.87108,0.52629,1.58184,1.03657,2.11593,0.0008021,0.0008021,0.0008021
123,2161.68,0.81281,0.57887,1.19901,0.85559,0.79167,0.85525,0.52273,1.58382,1.08516,2.1769,0.0007922,0.0007922,0.0007922
124,2178.95,0.80558,0.58527,1.19158,0.77757,0.86111,0.84813,0.55597,1.42117,0.94114,1.85658,0.0007823,0.0007823,0.0007823
125,2196.48,0.8186,0.58911,1.20443,0.81187,0.80556,0.83436,0.48803,1.87859,1.36787,2.51567,0.0007724,0.0007724,0.0007724
126,2213.72,0.79865,0.57791,1.1927,0.86225,0.69553,0.85307,0.52832,1.61695,1.20126,2.20918,0.0007625,0.0007625,0.0007625
127,2230.94,0.78574,0.55303,1.18906,0.86636,0.81944,0.88262,0.59116,1.33964,0.95399,1.75672,0.0007526,0.0007526,0.0007526
128,2248.41,0.81627,0.59699,1.2153,0.8392,0.79737,0.85937,0.5206,1.4913,0.95316,2.08304,0.0007427,0.0007427,0.0007427
129,2265.62,0.77434,0.56701,1.16935,0.7564,0.88889,0.85062,0.53711,1.51588,0.94046,2.03233,0.0007328,0.0007328,0.0007328
130,2282.86,0.79999,0.56031,1.19755,0.78793,0.82571,0.83583,0.52875,1.49781,0.8998,2.07833,0.0007229,0.0007229,0.0007229
131,2300.56,0.79927,0.55875,1.1918,0.76703,0.91667,0.88103,0.5474,1.49569,0.99122,2.05283,0.000713,0.000713,0.000713
132,2317.81,0.78874,0.56575,1.17792,0.79713,0.88889,0.87369,0.56522,1.46777,0.87945,1.98506,0.0007031,0.0007031,0.0007031
133,2335.13,0.757,0.54522,1.16693,0.82351,0.86111,0.8598,0.54809,1.66941,1.08932,2.18678,0.0006932,0.0006932,0.0006932
134,2352.78,0.78266,0.55653,1.18259,0.77233,0.83333,0.83178,0.54182,1.58301,1.26529,2.00322,0.0006833,0.0006833,0.0006833
135,2370.04,0.79639,0.59181,1.19816,0.75749,0.875,0.87233,0.54399,1.51951,1.03512,2.07426,0.0006734,0.0006734,0.0006734
136,2387.28,0.74403,0.57132,1.15768,0.78749,0.81944,0.84268,0.52889,1.5949,1.05678,2.18193,0.0006635,0.0006635,0.0006635
137,2404.72,0.76392,0.5411,1.17302,0.78358,0.8549,0.87756,0.59556,1.4579,1.06955,2.01279,0.0006536,0.0006536,0.0006536
138,2422.06,0.74433,0.53193,1.16292,0.8622,0.83333,0.88664,0.57769,1.45479,1.02083,2.02878,0.0006437,0.0006437,0.0006437
139,2439.35,0.74645,0.53619,1.16233,0.81951,0.88293,0.90357,0.59891,1.33685,0.96381,1.87643,0.0006338,0.0006338,0.0006338
140,2457.02,0.7481,0.54418,1.17391,0.84118,0.86111,0.89918,0.57411,1.52353,0.93325,2.10302,0.0006239,0.0006239,0.0006239
141,2474.32,0.76176,0.54912,1.16756,0.75478,0.94444,0.90035,0.56487,1.43874,0.9317,1.88843,0.000614,0.000614,0.000614
142,2491.69,0.75196,0.54013,1.15353,0.8553,0.84722,0.89368,0.54236,1.45414,0.97532,2.03932,0.0006041,0.0006041,0.0006041
143,2509.3,0.72949,0.52113,1.15293,0.81521,0.79658,0.86621,0.55733,1.56341,0.9103,2.28467,0.0005942,0.0005942,0.0005942
144,2527.06,0.71586,0.50464,1.13601,0.84921,0.79167,0.86976,0.57277,1.5096,0.92726,2.17961,0.0005843,0.0005843,0.0005843
145,2545.17,0.75391,0.52906,1.16178,0.76432,0.80556,0.83877,0.54992,1.63714,1.09696,2.28116,0.0005744,0.0005744,0.0005744
146,2563.74,0.73762,0.51303,1.14576,0.8151,0.85724,0.88317,0.55672,1.52404,1.03082,2.15993,0.0005645,0.0005645,0.0005645
147,2581.96,0.74703,0.51801,1.15101,0.84005,0.81944,0.8688,0.57051,1.4791,1.01396,1.99342,0.0005546,0.0005546,0.0005546
148,2600.28,0.72359,0.52148,1.14202,0.8283,0.77778,0.85032,0.56018,1.56625,0.98639,2.21076,0.0005447,0.0005447,0.0005447
149,2618.75,0.72357,0.51771,1.14517,0.82345,0.84722,0.88735,0.57143,1.39774,1.10315,1.83812,0.0005348,0.0005348,0.0005348
150,2636.87,0.6927,0.49736,1.1207,0.84197,0.81404,0.89532,0.57458,1.50166,0.92999,2.14741,0.0005249,0.0005249,0.0005249
151,2655.37,0.71167,0.51394,1.1415,0.79321,0.85245,0.87194,0.56017,1.59419,0.7852,2.29145,0.000515,0.000515,0.000515
152,2674.01,0.71649,0.49675,1.13702,0.80238,0.83333,0.85906,0.5611,1.4681,1.03098,1.95884,0.0005051,0.0005051,0.0005051
153,2692.24,0.71693,0.50742,1.14118,0.86994,0.74327,0.86761,0.59668,1.44997,0.94595,2.08046,0.0004952,0.0004952,0.0004952
154,2710.43,0.69594,0.48834,1.13314,0.76719,0.81944,0.8489,0.56332,1.53433,0.982,2.29206,0.0004853,0.0004853,0.0004853
155,2729.11,0.70676,0.49083,1.13795,0.82273,0.79167,0.84143,0.53493,1.68063,1.0133,2.44783,0.0004754,0.0004754,0.0004754
156,2746.64,0.72079,0.49511,1.14079,0.79954,0.83098,0.85892,0.56991,1.56209,0.94664,2.24683,0.0004655,0.0004655,0.0004655
157,2763.82,0.70409,0.49979,1.13608,0.85952,0.90278,0.90028,0.59685,1.41314,0.8915,1.99297,0.0004556,0.0004556,0.0004556
158,2781.23,0.69952,0.48493,1.12486,0.88231,0.83297,0.89648,0.581,1.5373,0.9023,2.25536,0.0004457,0.0004457,0.0004457
159,2798.47,0.70477,0.50387,1.12878,0.87367,0.86111,0.90752,0.5783,1.61486,0.75991,2.39144,0.0004358,0.0004358,0.0004358
160,2815.66,0.67282,0.4906,1.12229,0.84133,0.79167,0.87064,0.55366,1.73931,0.86444,2.51243,0.0004259,0.0004259,0.0004259
161,2833.18,0.69505,0.47261,1.13373,0.8035,0.85193,0.86591,0.54628,1.63315,0.92948,2.35119,0.000416,0.000416,0.000416
162,2850.42,0.69682,0.5024,1.12863,0.8123,0.84722,0.84867,0.55867,1.47963,1.02983,2.10296,0.0004061,0.0004061,0.0004061
163,2867.65,0.6963,0.48369,1.11945,0.77608,0.84722,0.85542,0.55081,1.51148,1.02735,2.14122,0.0003962,0.0003962,0.0003962
164,2885.2,0.67,0.47778,1.11881,0.80971,0.79167,0.85535,0.54691,1.61619,0.98414,2.35848,0.0003863,0.0003863,0.0003863
165,2902.27,0.67118,0.46741,1.1131,0.82054,0.8256,0.87043,0.57381,1.59132,1.0773,2.2431,0.0003764,0.0003764,0.0003764
166,2919.5,0.66025,0.46293,1.10295,0.83011,0.88224,0.87325,0.60445,1.36942,1.09004,1.8763,0.0003665,0.0003665,0.0003665
167,2937.05,0.65385,0.44982,1.08786,0.75445,0.875,0.86801,0.57783,1.40439,0.8867,2.06866,0.0003566,0.0003566,0.0003566
168,2954.22,0.65994,0.475,1.11086,0.87872,0.84722,0.89393,0.60317,1.39636,0.8971,1.99909,0.0003467,0.0003467,0.0003467
169,2971.4,0.64132,0.45965,1.091,0.80556,0.875,0.88929,0.593,1.39593,0.98926,1.96316,0.0003368,0.0003368,0.0003368
170,2989.33,0.64994,0.4536,1.09713,0.80436,0.84722,0.88731,0.57531,1.56534,0.96396,2.20559,0.0003269,0.0003269,0.0003269
171,3006.74,0.66513,0.4648,1.10988,0.89541,0.83333,0.90604,0.58711,1.51263,0.9252,2.14778,0.000317,0.000317,0.000317
172,3024.15,0.65472,0.46884,1.10749,0.84096,0.80785,0.88452,0.57395,1.64145,0.90902,2.32875,0.0003071,0.0003071,0.0003071
173,3041.85,0.63581,0.46132,1.08882,0.83744,0.8586,0.88259,0.57565,1.63303,0.98181,2.42297,0.0002972,0.0002972,0.0002972
174,3059.25,0.64465,0.45463,1.10803,0.77295,0.86111,0.86585,0.57686,1.58014,1.06801,2.28619,0.0002873,0.0002873,0.0002873
175,3076.79,0.64293,0.46383,1.11228,0.8649,0.86111,0.89357,0.60348,1.50904,0.96952,2.10562,0.0002774,0.0002774,0.0002774
176,3094.15,0.6314,0.45363,1.09514,0.84818,0.875,0.90843,0.59886,1.48191,0.96536,2.11525,0.0002675,0.0002675,0.0002675
177,3111.68,0.63158,0.45782,1.08664,0.87734,0.81944,0.89445,0.57495,1.63614,1.00556,2.34745,0.0002576,0.0002576,0.0002576
178,3129.25,0.63054,0.44869,1.09166,0.838,0.80556,0.86105,0.56194,1.67125,1.05942,2.50137,0.0002477,0.0002477,0.0002477
179,3146.6,0.61982,0.44133,1.09444,0.82029,0.86111,0.89269,0.57631,1.47873,1.00413,2.06176,0.0002378,0.0002378,0.0002378
180,3163.83,0.62491,0.45742,1.07582,0.83414,0.83333,0.89578,0.58993,1.40706,0.9627,2.00264,0.0002279,0.0002279,0.0002279
181,3181.44,0.61497,0.43271,1.07355,0.80759,0.90278,0.8977,0.59623,1.37332,0.93673,1.90071,0.000218,0.000218,0.000218
182,3198.75,0.62073,0.43331,1.07693,0.8013,0.89621,0.88015,0.57682,1.44544,1.05036,2.06492,0.0002081,0.0002081,0.0002081
183,3216.09,0.61875,0.43489,1.08256,0.85929,0.86111,0.89153,0.59671,1.37392,0.88028,1.9864,0.0001982,0.0001982,0.0001982
184,3233.76,0.61017,0.42319,1.07191,0.87587,0.875,0.91686,0.6104,1.3989,0.84847,2.03461,0.0001883,0.0001883,0.0001883
185,3251.16,0.63437,0.43745,1.09429,0.86107,0.86084,0.90614,0.5885,1.45962,0.91281,2.10602,0.0001784,0.0001784,0.0001784
