epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,747.359,0.45539,0.35317,0.88641,0.84855,0.67454,0.73598,0.56787,1.26745,1.18584,1.83069,0.000549036,0.000549036,0.000549036
42,765.012,0.45362,0.35223,0.88189,0.80957,0.66996,0.73471,0.57508,1.18129,1.24221,1.69648,0.000540037,0.000540037,0.000540037
43,783.805,0.45529,0.35613,0.88132,0.80518,0.63352,0.71959,0.55374,1.19595,1.26266,1.67561,0.000531038,0.000531038,0.000531038
44,802.765,0.45538,0.35726,0.88152,0.75876,0.64029,0.73698,0.57167,1.22254,1.29962,1.7186,0.000522039,0.000522039,0.000522039
45,820.815,0.46212,0.35657,0.88475,0.62407,0.83765,0.8485,0.62634,1.23163,1.36208,1.64164,0.00051304,0.00051304,0.00051304
46,838.987,0.44918,0.3407,0.87616,0.82817,0.63686,0.84788,0.66426,1.05498,1.13749,1.48775,0.00050404,0.00050404,0.00050404
47,858.006,0.44948,0.33986,0.88027,0.53307,0.80265,0.71469,0.5701,1.08786,1.2667,1.58936,0.000495041,0.000495041,0.000495041
48,876.389,0.43854,0.3386,0.87637,0.65693,0.8241,0.8031,0.6359,1.10845,1.21467,1.59444,0.000486042,0.000486042,0.000486042
49,894.368,0.43085,0.32337,0.87291,0.60361,0.80604,0.74672,0.5761,1.13431,1.31627,1.6233,0.000477043,0.000477043,0.000477043
50,912.13,0.43504,0.32925,0.87698,0.77214,0.64628,0.81253,0.61581,1.28032,1.38537,1.81105,0.000468044,0.000468044,0.000468044
51,930.084,0.43376,0.32353,0.87582,0.79868,0.75194,0.80532,0.62612,1.12868,1.55208,1.64505,0.000459045,0.000459045,0.000459045
52,947.915,0.44614,0.33315,0.88565,0.7688,0.73581,0.79381,0.62221,1.14022,1.43503,1.62725,0.000450046,0.000450046,0.000450046
53,965.823,0.4316,0.32117,0.87403,0.78513,0.62417,0.72651,0.57487,1.09234,1.32963,1.56893,0.000441047,0.000441047,0.000441047
54,983.66,0.43104,0.32252,0.87459,0.75092,0.64094,0.81092,0.63449,1.12412,1.29301,1.61541,0.000432048,0.000432048,0.000432048
55,1001.38,0.43072,0.31479,0.87245,0.84932,0.6099,0.67903,0.53728,1.10656,1.32534,1.62532,0.000423049,0.000423049,0.000423049
56,1019.02,0.42988,0.31869,0.87437,0.8741,0.60075,0.69749,0.5628,1.10955,1.27609,1.69991,0.000414049,0.000414049,0.000414049
57,1038.91,0.42841,0.31437,0.86745,0.76916,0.63854,0.66815,0.54599,1.17401,1.32879,1.68054,0.00040505,0.00040505,0.00040505
58,1056.41,0.42244,0.31104,0.8649,0.75698,0.62415,0.69901,0.56558,1.11318,1.1762,1.71176,0.000396051,0.000396051,0.000396051
59,1074.26,0.42463,0.30506,0.87033,0.79877,0.63432,0.70092,0.5475,1.21169,1.40094,1.75775,0.000387052,0.000387052,0.000387052
60,1092.03,0.42084,0.30675,0.86869,0.78839,0.78345,0.83338,0.64173,1.15829,1.32685,1.7094,0.000378053,0.000378053,0.000378053
61,1110.1,0.41396,0.30423,0.87061,0.78381,0.64971,0.82658,0.64523,1.09977,1.33636,1.61765,0.000369054,0.000369054,0.000369054
62,1127.99,0.42331,0.30642,0.87048,0.76659,0.66766,0.73057,0.58541,1.16163,1.29748,1.72424,0.000360055,0.000360055,0.000360055
63,1146.09,0.41556,0.30436,0.86475,0.76738,0.78627,0.83323,0.66301,1.07633,1.4708,1.62989,0.000351056,0.000351056,0.000351056
64,1163.86,0.41399,0.29638,0.86508,0.74766,0.82717,0.862,0.67658,1.08142,1.22161,1.64159,0.000342057,0.000342057,0.000342057
65,1181.51,0.4115,0.29977,0.86522,0.77745,0.6867,0.73705,0.57762,1.06865,1.3726,1.54704,0.000333058,0.000333058,0.000333058
66,1199.29,0.41486,0.29501,0.866,0.65367,0.89305,0.84734,0.65889,1.18128,1.17266,1.7001,0.000324058,0.000324058,0.000324058
67,1230.75,0.40583,0.29362,0.86846,0.78243,0.69244,0.85112,0.65657,1.16464,1.12702,1.70326,0.000315059,0.000315059,0.000315059
68,1250.74,0.39834,0.29514,0.86318,0.82027,0.63885,0.75497,0.56536,1.21085,1.15713,1.7596,0.00030606,0.00030606,0.00030606
69,1269.92,0.40586,0.28502,0.86232,0.59863,0.85494,0.7714,0.58461,1.20407,1.25313,1.73543,0.000297061,0.000297061,0.000297061
70,1287.95,0.39597,0.27896,0.86353,0.79636,0.62413,0.68533,0.55359,1.1289,1.21162,1.66053,0.000288062,0.000288062,0.000288062
71,1306.19,0.39722,0.28279,0.86083,0.55396,0.82117,0.76567,0.6051,1.19766,1.26449,1.78421,0.000279063,0.000279063,0.000279063
72,1324.01,0.39427,0.28484,0.86228,0.75564,0.80435,0.83052,0.6839,1.14586,1.40446,1.69811,0.000270064,0.000270064,0.000270064
73,1342.08,0.4,0.28698,0.86076,0.82014,0.64538,0.83895,0.64315,1.11006,1.2971,1.66089,0.000261065,0.000261065,0.000261065
74,1359.76,0.39153,0.2734,0.85797,0.81855,0.59631,0.80974,0.62766,1.02981,1.3518,1.58158,0.000252066,0.000252066,0.000252066
75,1377.44,0.394,0.27818,0.86243,0.64363,0.82885,0.81967,0.63239,1.1086,1.56336,1.65555,0.000243067,0.000243067,0.000243067
76,1395.25,0.38643,0.27399,0.85671,0.65041,0.79862,0.81436,0.64247,1.08708,1.35505,1.65942,0.000234068,0.000234068,0.000234068
77,1412.83,0.38955,0.2755,0.85923,0.64654,0.8359,0.8242,0.63181,1.14867,1.45862,1.72274,0.000225068,0.000225068,0.000225068
78,1430.55,0.38517,0.26822,0.85736,0.66988,0.80078,0.79537,0.61248,1.14397,1.50036,1.73735,0.000216069,0.000216069,0.000216069
79,1448.17,0.39,0.26748,0.85946,0.62273,0.8222,0.79814,0.61507,1.08975,1.60441,1.63831,0.00020707,0.00020707,0.00020707
80,1465.86,0.38412,0.26779,0.85515,0.7464,0.76805,0.81338,0.63034,1.085,1.50402,1.63939,0.000198071,0.000198071,0.000198071
81,1483.57,0.37794,0.26437,0.85391,0.7333,0.78256,0.82984,0.65455,1.11578,1.29377,1.63456,0.000189072,0.000189072,0.000189072
82,1501.26,0.38318,0.26751,0.85872,0.64817,0.82763,0.82346,0.62786,1.18121,1.41109,1.76923,0.000180073,0.000180073,0.000180073
83,1518.89,0.37963,0.26364,0.85714,0.67526,0.78463,0.80335,0.61393,1.15925,1.49262,1.74653,0.000171074,0.000171074,0.000171074
84,1536.62,0.3743,0.25817,0.85327,0.73749,0.79629,0.81466,0.63146,1.06246,1.47802,1.6432,0.000162075,0.000162075,0.000162075
85,1554.46,0.37161,0.25236,0.85234,0.75495,0.75529,0.81503,0.6351,1.06036,1.49567,1.63136,0.000153076,0.000153076,0.000153076
86,1572.03,0.37402,0.25512,0.85423,0.7714,0.76485,0.81316,0.63285,1.08515,1.59963,1.61858,0.000144077,0.000144077,0.000144077
87,1591.44,0.36944,0.25598,0.85334,0.73346,0.79747,0.82812,0.64922,1.10026,1.51848,1.64063,0.000135077,0.000135077,0.000135077
88,1608.85,0.36606,0.24997,0.85263,0.71586,0.79627,0.83329,0.65683,1.12813,1.40897,1.67628,0.000126078,0.000126078,0.000126078
89,1626.6,0.3692,0.25069,0.8516,0.63398,0.84127,0.82927,0.65062,1.08113,1.29451,1.64988,0.000117079,0.000117079,0.000117079
90,1644.1,0.36418,0.24953,0.85213,0.64812,0.83974,0.82015,0.64774,1.16184,1.34614,1.66979,0.00010808,0.00010808,0.00010808
91,68.2457,0.32638,0.20245,0.81933,0.67926,0.84066,0.82183,0.63445,1.09841,1.14809,1.68681,9.9081e-05,9.9081e-05,9.9081e-05
92,96.2142,0.32216,0.19246,0.82126,0.71579,0.79576,0.82303,0.64116,1.12261,1.19794,1.71479,9.00819e-05,9.00819e-05,9.00819e-05
93,125.977,0.31598,0.18717,0.81812,0.72559,0.78897,0.82415,0.64205,1.09977,1.16687,1.69289,8.10828e-05,8.10828e-05,8.10828e-05
94,153.7,0.31262,0.1839,0.81776,0.76799,0.78948,0.81782,0.63555,1.04436,1.20256,1.63284,7.20837e-05,7.20837e-05,7.20837e-05
95,181.234,0.31042,0.18166,0.81882,0.75196,0.79864,0.81185,0.62866,1.08612,1.18924,1.69561,6.30846e-05,6.30846e-05,6.30846e-05
96,208.164,0.30968,0.18284,0.81609,0.72422,0.82261,0.82716,0.64456,1.06611,1.14077,1.68684,5.40855e-05,5.40855e-05,5.40855e-05
97,232.931,0.3072,0.17638,0.81569,0.72185,0.81708,0.82638,0.64038,1.07556,1.19697,1.68245,4.50864e-05,4.50864e-05,4.50864e-05
98,257.625,0.3041,0.17882,0.81785,0.73841,0.82329,0.83631,0.64867,1.07034,1.22796,1.66745,3.60873e-05,3.60873e-05,3.60873e-05
99,284.343,0.30414,0.17748,0.81692,0.74333,0.80357,0.83418,0.64807,1.07595,1.21773,1.69268,2.70882e-05,2.70882e-05,2.70882e-05
100,311.31,0.30092,0.17491,0.81392,0.74082,0.80029,0.83001,0.64496,1.08389,1.23348,1.69871,1.80891e-05,1.80891e-05,1.80891e-05
